date,month,quarter,category,country,channel,customer_segment,units,order_value,discount_pct,final_value,rating,returned
2023-01-30,1,1,Books,USA,web,returning,1,7.07,0.0,7.07,5.0,0
2023-08-18,8,3,Sports,Japan,mobile,returning,2,142.6,17.3,235.83,4.2,0
2023-11-30,11,4,Home,France,web,new,2,530.95,15.9,892.79,3.5,0
2023-07-11,7,3,Clothing,UK,web,vip,1,227.72,15.3,192.77,4.1,0
2023-07-12,7,3,Sports,Japan,web,new,1,301.47,16.3,252.22,3.7,1
2024-12-26,12,4,Electronics,Japan,mobile,returning,1,542.24,12.1,476.57,4.3,0
2023-04-18,4,2,Clothing,Japan,web,new,2,195.02,24.3,295.12,3.7,0
2023-08-28,8,3,Sports,USA,mobile,returning,1,85.6,16.5,71.5,4.2,0
2023-08-07,8,3,Electronics,France,mobile,returning,1,357.21,24.8,268.46,3.4,0
2024-12-20,12,4,Books,UK,mobile,new,2,33.53,2.8,65.2,4.6,0
2024-10-06,10,4,Clothing,UK,app,new,2,304.54,14.2,522.75,3.7,0
2023-05-30,5,2,Books,France,app,new,2,25.25,2.0,49.5,4.7,0
2023-08-27,8,3,Electronics,France,web,new,4,1076.83,5.5,4069.22,4.2,0
2024-10-29,10,4,Electronics,UK,mobile,new,2,1266.83,13.5,2192.41,3.8,0
2024-03-04,3,1,Clothing,Germany,app,new,3,110.06,22.3,256.5,3.9,0
2024-01-12,1,1,Clothing,Japan,web,returning,1,123.7,11.6,109.3,4.5,0
2024-04-03,4,2,Books,Germany,mobile,vip,2,24.33,5.2,46.12,4.1,0
2024-02-16,2,1,Clothing,Japan,mobile,new,1,128.27,20.8,101.6,3.7,0
2024-03-24,3,1,Electronics,USA,mobile,returning,2,975.98,8.3,1790.03,3.9,0
2023-03-27,3,1,Electronics,Germany,mobile,returning,2,425.37,18.7,691.24,3.3,0
2023-01-06,1,1,Books,UK,app,new,2,26.34,1.6,51.82,5.0,0
2024-11-16,11,4,Home,Japan,app,returning,2,546.61,22.4,847.9,4.1,0
2023-10-01,10,4,Clothing,Germany,app,vip,4,111.14,14.2,381.45,4.1,0
2024-10-25,10,4,Electronics,UK,app,new,3,929.29,14.1,2393.55,3.9,1
2024-05-02,5,2,Clothing,USA,mobile,new,2,48.67,19.7,78.17,3.6,0
2024-12-07,12,4,Electronics,USA,app,returning,5,962.52,11.7,4248.76,4.3,1
2023-02-22,2,1,Home,Japan,web,vip,2,95.64,17.9,157.09,4.1,0
2024-05-29,5,2,Electronics,France,mobile,returning,1,1043.26,20.5,829.75,3.3,0
2024-12-12,12,4,Clothing,Germany,web,returning,3,338.06,30.0,710.14,3.7,0
2024-04-21,4,2,Electronics,Japan,app,returning,5,681.81,12.2,2993.78,3.5,0
2024-09-05,9,3,Clothing,UK,mobile,returning,1,212.32,24.7,159.79,3.6,0
2024-08-06,8,3,Clothing,France,web,new,3,228.58,31.2,471.58,3.4,0
2023-09-09,9,3,Electronics,France,web,new,1,1043.54,14.0,897.58,3.8,0
2024-03-10,3,1,Home,Japan,web,new,2,317.96,26.8,465.68,3.7,0
2023-07-08,7,3,Electronics,Germany,web,new,4,327.67,9.1,1190.98,4.3,0
2023-10-19,10,4,Home,Germany,mobile,returning,2,274.77,23.4,420.79,3.7,0
2023-12-19,12,4,Electronics,Japan,web,new,2,1059.44,13.1,1840.9,3.5,0
2024-09-18,9,3,Clothing,Germany,mobile,returning,2,27.7,25.8,41.09,3.7,0
2023-10-09,10,4,Books,UK,web,new,4,55.72,0.6,221.64,5.0,0
2023-06-19,6,2,Electronics,USA,app,returning,2,927.19,15.6,1564.18,3.8,0
2024-12-25,12,4,Electronics,France,mobile,vip,1,1303.27,12.8,1136.99,4.0,0
2023-09-19,9,3,Home,UK,mobile,new,1,198.25,15.0,168.48,4.0,0
2024-03-14,3,1,Books,Germany,web,returning,1,41.93,5.7,39.56,4.5,1
2024-02-24,2,1,Electronics,UK,mobile,new,1,756.64,7.6,698.94,4.1,0
2024-08-14,8,3,Electronics,Germany,mobile,new,1,635.62,7.9,585.4,4.2,0
2023-10-24,10,4,Electronics,UK,app,vip,3,145.09,13.7,375.46,4.1,1
2023-09-18,9,3,Clothing,UK,mobile,new,2,40.9,10.0,73.66,3.7,0
2024-02-16,2,1,Electronics,Germany,mobile,new,2,1016.57,23.9,1546.65,3.2,0
2024-06-04,6,2,Clothing,USA,mobile,returning,2,178.2,12.2,312.75,4.1,0
2023-03-07,3,1,Home,UK,mobile,new,1,189.46,3.1,183.63,4.4,0
2024-06-16,6,2,Home,Japan,app,returning,5,171.61,16.1,719.77,4.2,0
2023-09-16,9,3,Home,Japan,web,returning,5,125.92,4.3,602.43,4.7,0
2024-11-17,11,4,Electronics,Germany,mobile,new,2,1172.63,4.0,2251.72,4.8,0
2024-05-06,5,2,Clothing,Japan,web,new,3,88.8,30.4,185.29,3.9,0
2023-03-19,3,1,Home,Japan,web,returning,2,483.58,12.7,844.42,3.9,0
2024-02-10,2,1,Sports,Germany,web,returning,5,33.71,11.1,149.83,3.9,0
2023-05-20,5,2,Home,France,app,returning,1,284.45,12.9,247.85,4.2,0
2023-03-06,3,1,Clothing,USA,web,returning,4,111.38,30.5,309.62,3.2,1
2023-01-11,1,1,Electronics,Japan,web,new,5,388.4,14.4,1662.4,3.9,0
2024-09-24,9,3,Home,Japan,mobile,vip,2,166.31,9.3,301.69,4.1,0
2024-02-22,2,1,Electronics,Germany,mobile,returning,1,463.94,10.2,416.85,4.1,0
2023-02-01,2,1,Electronics,Japan,mobile,returning,2,899.67,9.5,1629.01,4.1,0
2023-02-01,2,1,Electronics,Japan,app,vip,1,926.38,10.3,830.72,4.0,0
2023-09-23,9,3,Books,Japan,app,new,1,54.1,1.6,53.22,4.8,0
2023-03-08,3,1,Sports,Germany,web,new,3,69.4,28.8,148.29,3.6,0
2023-07-23,7,3,Electronics,USA,app,returning,2,993.52,7.9,1830.3,4.3,0
2024-05-20,5,2,Sports,Japan,web,vip,2,317.64,13.2,551.22,4.5,0
2023-05-02,5,2,Home,Japan,mobile,returning,1,368.65,6.3,345.34,4.3,0
2023-11-18,11,4,Clothing,Germany,app,new,1,253.93,15.0,215.9,4.2,0
2024-04-27,4,2,Electronics,Germany,web,new,5,247.65,13.9,1065.56,3.6,0
2024-12-04,12,4,Clothing,Japan,web,new,4,36.46,10.2,131.02,4.1,0
2023-03-23,3,1,Clothing,UK,web,new,3,110.05,16.8,274.69,4.6,0
2023-05-14,5,2,Clothing,UK,web,vip,5,105.44,24.4,398.42,3.7,0
2024-09-15,9,3,Home,France,app,returning,1,351.88,17.1,291.66,4.0,0
2024-03-19,3,1,Clothing,Germany,web,returning,5,192.97,18.0,791.1,4.0,0
2024-11-09,11,4,Clothing,USA,mobile,returning,2,314.02,31.1,432.67,3.3,0
2023-02-20,2,1,Clothing,Japan,mobile,returning,2,99.28,11.7,175.27,3.9,0
2023-05-23,5,2,Home,Japan,web,new,3,178.27,6.2,501.41,4.7,0
2024-05-17,5,2,Electronics,Japan,web,returning,1,991.4,13.1,861.9,4.2,0
2023-05-01,5,2,Home,Japan,web,new,3,337.83,15.7,854.26,3.9,0
2024-12-22,12,4,Books,UK,web,new,4,21.02,1.3,82.99,5.0,0
2024-04-15,4,2,Home,USA,web,returning,1,337.86,6.9,314.62,4.8,0
2024-02-05,2,1,Clothing,Japan,web,vip,5,216.87,21.5,850.8,3.5,0
2024-02-28,2,1,Clothing,Germany,web,vip,1,150.73,22.1,117.36,3.7,0
2023-05-05,5,2,Sports,Japan,app,new,1,125.5,13.8,108.15,3.5,0
2023-05-05,5,2,Books,UK,web,new,3,12.14,0.0,36.42,4.8,0
2023-01-23,1,1,Books,France,web,returning,3,27.32,0.0,81.96,4.6,0
2024-01-24,1,1,Home,Japan,mobile,new,2,213.18,9.0,387.87,4.2,0
2023-08-14,8,3,Sports,France,app,returning,3,127.33,32.2,259.03,3.3,0
2024-07-17,7,3,Electronics,USA,web,vip,1,473.47,11.5,418.95,4.5,0
2023-12-19,12,4,Books,Japan,mobile,new,1,44.98,8.5,41.15,4.6,0
2024-04-17,4,2,Electronics,USA,mobile,returning,1,801.99,15.2,680.04,3.9,1
2024-11-20,11,4,Electronics,Japan,web,returning,4,551.67,0.0,2206.68,4.5,0
2023-01-17,1,1,Books,Japan,web,vip,5,14.83,6.2,69.54,4.6,0
2024-03-01,3,1,Clothing,UK,web,new,5,101.76,17.6,419.47,4.6,1
2024-04-25,4,2,Sports,Japan,app,returning,2,289.08,10.5,517.22,4.3,0
2024-01-11,1,1,Clothing,UK,web,new,4,155.53,22.9,479.5,3.8,0
2024-09-19,9,3,Home,France,mobile,returning,1,355.33,15.7,299.56,3.9,0
2023-10-27,10,4,Home,Japan,mobile,new,1,81.97,18.7,66.61,3.7,0
2024-03-18,3,1,Clothing,Germany,app,returning,4,188.03,38.2,464.6,3.0,1
2024-10-21,10,4,Electronics,UK,app,returning,4,892.73,10.9,3181.82,4.2,0
2024-12-23,12,4,Home,UK,mobile,new,1,391.54,27.1,285.27,3.9,0
2024-03-17,3,1,Home,Japan,web,new,1,185.22,20.1,147.9,3.0,0
2023-01-01,1,1,Clothing,Germany,mobile,returning,2,150.15,9.9,270.44,4.3,0
2024-06-08,6,2,Electronics,UK,web,returning,5,659.97,18.2,2698.65,3.5,0
2023-02-15,2,1,Home,Germany,web,new,5,81.73,12.7,356.6,4.2,0
2023-10-05,10,4,Books,UK,web,vip,3,32.52,3.6,94.05,5.0,0
2023-06-24,6,2,Books,USA,mobile,vip,2,21.62,7.2,40.15,4.7,0
2024-04-20,4,2,Clothing,Germany,mobile,returning,2,72.35,25.5,107.82,3.7,0
2024-04-11,4,2,Clothing,Japan,app,returning,4,49.35,13.5,170.75,4.5,0
2023-09-29,9,3,Home,Japan,web,vip,2,205.55,11.0,365.79,3.9,0
2023-12-29,12,4,Clothing,Germany,web,returning,5,59.85,18.8,242.9,4.9,0
2023-09-08,9,3,Home,UK,app,vip,3,158.11,14.9,403.81,4.7,0
2024-02-08,2,1,Clothing,USA,web,new,4,64.17,21.1,202.63,4.1,0
2024-12-15,12,4,Electronics,UK,web,returning,1,560.73,9.3,508.32,4.3,1
2024-05-06,5,2,Electronics,USA,web,returning,1,402.95,22.0,314.34,3.5,0
2024-08-24,8,3,Electronics,Japan,mobile,new,1,665.19,6.0,625.15,4.0,0
2024-08-23,8,3,Clothing,Japan,web,returning,4,49.87,16.2,167.07,3.8,0
2024-06-28,6,2,Electronics,Germany,web,returning,2,994.47,11.1,1768.54,4.2,0
2024-07-05,7,3,Home,Germany,mobile,returning,2,108.51,26.6,159.33,3.3,0
2024-11-19,11,4,Clothing,UK,web,new,4,252.8,33.3,674.57,3.4,0
2024-02-26,2,1,Clothing,France,web,returning,3,53.08,15.2,135.04,4.2,0
2024-09-26,9,3,Clothing,USA,app,returning,5,201.11,26.4,739.79,3.0,0
2023-02-09,2,1,Books,France,mobile,new,2,7.7,7.6,14.23,4.6,0
2024-06-23,6,2,Clothing,USA,app,returning,3,214.64,9.2,584.5,4.4,0
2024-03-11,3,1,Sports,Japan,web,new,2,86.23,13.3,149.5,4.4,0
2024-05-17,5,2,Home,Germany,app,returning,2,92.02,7.9,169.42,5.0,0
2023-07-29,7,3,Electronics,Japan,mobile,returning,2,767.33,13.2,1331.52,4.4,0
2024-11-27,11,4,Home,Germany,web,returning,5,349.51,12.1,1536.48,4.0,1
2024-10-03,10,4,Clothing,France,web,new,2,212.14,29.5,299.17,3.9,0
2024-05-09,5,2,Sports,Japan,web,new,3,87.26,0.0,261.78,4.8,0
2023-08-31,8,3,Books,France,mobile,vip,2,55.23,5.2,104.71,4.8,0
2023-01-31,1,1,Electronics,USA,web,returning,2,947.81,7.3,1757.74,4.4,0
2023-11-26,11,4,Electronics,France,web,new,4,1453.89,11.2,5166.5,4.4,0
2023-08-04,8,3,Electronics,USA,app,returning,4,186.38,12.1,655.1,4.5,0
2023-10-29,10,4,Home,Japan,web,new,4,344.97,20.8,1093.52,4.2,0
2024-09-04,9,3,Clothing,UK,web,returning,1,69.08,22.3,53.68,3.7,0
2023-03-22,3,1,Electronics,France,mobile,returning,2,794.85,15.6,1341.64,3.4,0
2023-03-11,3,1,Clothing,Japan,mobile,new,2,183.07,15.6,309.04,4.2,0
2024-11-23,11,4,Electronics,USA,mobile,new,1,731.87,11.2,650.25,3.9,0
2024-11-10,11,4,Electronics,France,app,new,1,1139.64,5.0,1082.44,4.7,0
2024-03-25,3,1,Clothing,Germany,web,returning,3,56.66,31.0,117.23,3.4,0
2023-08-07,8,3,Electronics,France,web,returning,3,938.38,10.9,2508.22,4.1,0
2023-12-19,12,4,Electronics,USA,web,returning,4,517.67,14.1,1779.25,3.7,0
2024-10-01,10,4,Clothing,Japan,mobile,new,1,136.13,24.7,102.44,4.0,1
2024-08-12,8,3,Home,France,web,new,1,64.5,20.6,51.19,4.3,0
2024-04-04,4,2,Sports,UK,mobile,new,1,47.67,22.5,36.92,4.2,0
2023-10-23,10,4,Home,Germany,app,returning,3,197.04,7.7,545.42,4.1,0
2023-11-07,11,4,Electronics,USA,web,returning,4,1129.14,6.3,4230.77,4.2,0
2024-08-23,8,3,Books,Japan,mobile,returning,2,28.88,7.0,53.74,5.0,0
2024-02-27,2,1,Electronics,UK,web,returning,5,800.58,14.2,3436.22,3.9,0
2023-05-02,5,2,Clothing,Japan,mobile,new,2,101.7,15.0,172.8,4.1,0
2023-11-04,11,4,Books,Germany,web,returning,5,13.45,3.5,64.9,4.7,0
2024-04-21,4,2,Home,USA,mobile,vip,2,501.58,21.2,790.71,3.8,0
2023-04-23,4,2,Clothing,USA,mobile,new,1,131.4,14.2,112.76,4.0,0
2024-10-03,10,4,Electronics,Japan,app,new,2,1054.61,12.0,1856.64,4.0,0
2024-03-04,3,1,Electronics,Germany,web,vip,2,785.99,4.9,1494.48,4.5,0
2023-07-22,7,3,Clothing,UK,app,returning,2,162.03,12.7,282.91,4.2,0
2024-07-14,7,3,Sports,UK,mobile,new,1,28.25,12.7,24.66,4.3,0
2023-12-27,12,4,Clothing,Germany,web,new,1,103.3,10.3,92.62,4.3,0
2023-01-03,1,1,Electronics,Japan,mobile,new,1,921.46,20.3,734.11,4.0,0
2023-06-09,6,2,Clothing,Japan,web,vip,3,221.34,9.7,599.47,4.2,0
2024-03-09,3,1,Home,UK,web,returning,4,245.3,11.6,866.98,4.3,0
2024-06-11,6,2,Sports,France,mobile,returning,2,38.31,16.9,63.68,4.0,0
2024-11-16,11,4,Electronics,Japan,web,returning,3,603.56,19.9,1449.7,3.8,0
2024-05-20,5,2,Home,France,web,returning,2,297.4,6.8,554.59,4.8,0
2024-08-19,8,3,Home,Japan,mobile,returning,1,56.32,22.3,43.75,4.0,0
2024-10-24,10,4,Clothing,Germany,app,vip,2,190.51,14.7,325.16,3.4,0
2024-06-27,6,2,Sports,UK,app,new,2,301.69,6.1,566.38,4.5,0
2024-03-31,3,1,Clothing,France,web,new,5,176.55,6.0,829.89,4.2,0
2023-10-26,10,4,Clothing,UK,mobile,returning,2,222.18,8.2,408.05,4.6,0
2023-12-24,12,4,Clothing,UK,web,returning,2,253.55,26.2,374.32,3.5,0
2023-11-11,11,4,Electronics,UK,app,returning,1,1505.39,14.7,1284.15,4.4,0
2024-02-27,2,1,Clothing,USA,app,new,3,164.41,29.2,349.42,3.2,0
2023-06-27,6,2,Books,UK,web,new,4,38.53,2.1,150.82,5.0,0
2024-01-20,1,1,Clothing,USA,web,new,3,93.76,24.3,212.99,3.8,1
2024-08-31,8,3,Electronics,UK,web,new,3,178.01,15.2,452.88,3.7,0
2023-01-08,1,1,Sports,Germany,web,new,2,233.58,35.2,302.59,3.4,0
2023-09-14,9,3,Home,Japan,mobile,returning,2,347.47,12.5,607.87,4.2,0
2023-11-12,11,4,Electronics,France,app,new,1,448.3,10.7,400.16,4.2,0
2023-06-08,6,2,Home,France,web,new,5,503.72,2.5,2454.77,4.5,0
2024-04-28,4,2,Sports,Germany,web,returning,4,194.06,12.7,677.3,4.4,0
2023-09-08,9,3,Electronics,USA,mobile,returning,2,435.45,13.7,751.3,4.3,0
2024-02-09,2,1,Clothing,Japan,web,new,3,177.88,26.2,393.99,4.1,0
2023-07-12,7,3,Sports,Japan,web,new,4,226.12,18.2,739.69,4.3,0
2024-05-17,5,2,Clothing,France,mobile,returning,2,211.66,24.5,319.71,3.2,0
2023-07-18,7,3,Clothing,Germany,web,new,5,161.86,18.3,661.06,3.6,0
2023-06-12,6,2,Electronics,USA,mobile,returning,2,229.15,15.6,386.9,4.0,0
2024-11-20,11,4,Clothing,UK,web,new,5,55.94,16.0,235.05,4.6,1
2024-08-12,8,3,Sports,France,web,new,4,201.61,0.0,806.44,4.9,0
2024-01-01,1,1,Sports,France,app,returning,5,221.74,20.5,881.01,3.9,0
2023-09-04,9,3,Electronics,Japan,mobile,new,2,815.39,7.1,1515.03,4.6,0
2023-01-29,1,1,Sports,France,web,returning,2,57.1,14.9,97.19,4.8,0
2023-07-10,7,3,Electronics,France,web,new,5,690.38,20.4,2746.15,3.7,0
2023-10-31,10,4,Home,UK,mobile,new,1,283.93,23.1,218.22,3.8,0
2023-05-29,5,2,Home,Japan,web,new,3,56.24,18.7,137.18,4.1,1
2024-10-19,10,4,Electronics,France,app,new,2,909.88,5.0,1728.72,4.6,0
2023-10-23,10,4,Clothing,France,app,returning,1,60.06,12.1,52.79,4.2,1
2023-12-05,12,4,Electronics,France,web,new,1,793.48,5.2,752.52,4.3,0
2024-04-24,4,2,Home,France,app,returning,1,240.32,20.2,191.69,3.4,1
2023-03-29,3,1,Electronics,Japan,mobile,new,2,129.31,3.5,249.51,4.1,0
2024-06-10,6,2,Clothing,Japan,web,new,2,54.99,36.1,70.26,3.2,0
2024-06-12,6,2,Home,UK,web,returning,5,123.63,18.3,504.8,3.5,0
2023-05-26,5,2,Sports,USA,app,returning,3,172.23,20.3,411.98,3.9,1
2023-05-16,5,2,Clothing,USA,web,returning,5,40.58,14.7,173.1,5.0,0
2023-11-14,11,4,Clothing,USA,mobile,returning,1,184.48,26.1,136.26,3.7,0
2023-11-24,11,4,Clothing,UK,mobile,returning,2,194.66,22.6,301.42,3.9,0
2023-08-31,8,3,Sports,USA,web,new,2,319.03,27.7,461.49,4.0,0
2023-02-05,2,1,Sports,France,web,returning,4,29.92,0.0,119.68,4.7,0
2024-01-04,1,1,Electronics,USA,app,returning,5,747.22,10.0,3362.01,4.3,0
2024-03-24,3,1,Clothing,Japan,app,vip,4,233.07,29.7,655.01,3.2,0
2024-02-10,2,1,Books,Germany,web,returning,3,26.18,5.7,74.04,4.6,0
2023-06-08,6,2,Electronics,France,web,new,1,400.9,15.9,337.14,3.4,0
2023-03-15,3,1,Electronics,Germany,web,returning,5,1014.18,2.3,4954.16,4.3,0
2024-11-28,11,4,Clothing,UK,web,returning,3,251.78,24.8,568.0,3.8,0
2024-07-11,7,3,Home,UK,web,new,3,246.2,11.0,657.52,3.9,0
2023-05-18,5,2,Electronics,France,app,new,4,363.29,14.7,1239.66,3.7,1
2024-10-03,10,4,Sports,France,web,vip,2,191.14,30.5,265.52,3.6,0
2023-01-17,1,1,Clothing,France,mobile,returning,2,53.3,22.3,82.86,3.4,0
2024-10-17,10,4,Books,France,web,returning,5,88.85,6.8,414.22,4.5,0
2024-05-09,5,2,Clothing,UK,mobile,new,1,126.44,33.8,83.68,3.2,0
2024-09-10,9,3,Clothing,France,web,returning,2,203.13,21.3,319.65,4.1,1
2023-08-07,8,3,Electronics,France,mobile,returning,1,976.91,11.3,866.2,4.3,0
2024-09-25,9,3,Home,Japan,mobile,vip,1,430.67,14.0,370.44,4.2,0
2023-02-05,2,1,Home,USA,app,vip,5,175.11,21.6,686.41,4.0,0
2023-01-20,1,1,Electronics,USA,app,vip,2,141.37,0.0,282.74,4.4,0
2023-03-11,3,1,Home,USA,mobile,returning,1,415.48,15.9,349.45,3.9,0
2024-08-01,8,3,Electronics,France,mobile,returning,2,144.17,8.0,265.25,4.7,0
2024-04-25,4,2,Clothing,USA,web,new,2,77.44,11.9,136.53,4.1,0
2023-02-01,2,1,Clothing,France,mobile,returning,1,145.2,29.2,102.84,3.9,0
2024-06-07,6,2,Electronics,UK,mobile,returning,2,733.83,15.4,1241.83,3.8,0
2024-12-27,12,4,Clothing,Germany,mobile,returning,1,182.98,26.7,134.11,3.5,0
2023-01-22,1,1,Clothing,Germany,web,vip,4,139.52,24.0,424.19,3.9,1
2024-07-09,7,3,Books,France,mobile,returning,2,32.0,3.4,61.84,4.2,0
2023-01-02,1,1,Clothing,Japan,web,returning,5,122.59,23.5,468.64,3.4,0
2024-10-16,10,4,Sports,UK,mobile,vip,2,280.98,20.4,447.07,3.9,0
2024-08-17,8,3,Clothing,France,mobile,new,1,70.95,17.0,58.89,4.6,0
2024-03-15,3,1,Books,USA,app,new,3,55.24,3.9,159.25,4.8,0
2023-06-13,6,2,Electronics,UK,mobile,returning,1,392.85,18.4,320.41,3.6,0
2023-05-19,5,2,Electronics,France,web,new,1,623.35,12.8,543.31,3.9,0
2024-09-26,9,3,Sports,Germany,web,new,3,212.53,22.3,495.63,3.8,0
2024-11-20,11,4,Books,USA,mobile,returning,1,60.62,6.0,56.98,5.0,0
2023-01-07,1,1,Electronics,USA,web,returning,1,248.88,12.8,217.04,4.4,0
2023-09-24,9,3,Clothing,France,mobile,returning,2,189.54,20.1,302.73,3.5,1
2023-06-24,6,2,Sports,France,web,new,4,23.93,14.5,81.83,4.3,0
2024-09-21,9,3,Electronics,UK,mobile,returning,1,733.16,18.4,598.38,4.1,0
2024-06-03,6,2,Home,Germany,app,returning,2,336.75,2.7,655.45,4.4,0
2023-11-16,11,4,Books,France,mobile,returning,2,56.52,9.8,101.97,4.5,0
2023-08-10,8,3,Electronics,France,app,new,5,322.55,8.3,1478.46,4.6,0
2023-04-17,4,2,Electronics,Germany,app,new,5,839.5,8.9,3825.42,3.9,0
2023-06-23,6,2,Sports,Germany,mobile,returning,2,27.83,15.7,46.93,4.5,0
2023-02-14,2,1,Clothing,Japan,mobile,new,2,62.19,31.5,85.14,3.3,0
2024-12-13,12,4,Clothing,USA,mobile,new,2,214.85,13.1,373.59,3.8,0
2023-08-06,8,3,Electronics,Japan,web,returning,1,993.88,17.0,824.53,3.3,1
2024-06-27,6,2,Sports,France,app,returning,3,99.12,11.7,262.68,4.8,0
2023-03-30,3,1,Electronics,UK,mobile,vip,1,1239.34,8.0,1140.37,4.5,0
2024-08-13,8,3,Clothing,UK,web,new,1,57.66,7.8,53.16,4.5,0
2024-07-23,7,3,Clothing,Germany,app,new,3,238.44,19.9,572.76,3.5,0
2023-12-02,12,4,Home,UK,web,returning,4,699.89,14.1,2403.79,3.8,0
2024-06-06,6,2,Home,UK,web,returning,4,38.41,22.1,119.65,3.1,1
2024-02-22,2,1,Sports,UK,mobile,new,2,209.07,18.2,342.05,3.2,0
2023-03-16,3,1,Electronics,USA,app,returning,5,538.4,14.6,2299.23,3.9,0
2024-10-01,10,4,Electronics,UK,mobile,new,2,1209.34,8.6,2210.55,3.9,0
2023-08-23,8,3,Books,Japan,mobile,returning,1,46.14,9.6,41.71,4.2,1
2023-11-01,11,4,Electronics,UK,web,returning,4,364.3,13.6,1259.6,3.7,1
2024-04-20,4,2,Home,UK,mobile,new,2,86.46,16.1,145.04,3.9,0
2023-02-19,2,1,Home,Japan,app,new,5,175.26,20.8,693.9,3.8,1
2023-01-30,1,1,Home,France,mobile,returning,1,171.48,17.0,142.41,4.0,0
2023-01-09,1,1,Clothing,UK,web,returning,4,60.27,16.5,201.21,3.6,0
2023-09-12,9,3,Clothing,Japan,web,returning,2,123.28,16.1,206.95,3.9,0
2024-09-16,9,3,Books,Japan,app,returning,3,36.21,12.8,94.73,4.3,0
2024-04-01,4,2,Electronics,Japan,mobile,returning,1,350.63,9.9,315.89,4.2,0
2024-08-22,8,3,Electronics,UK,mobile,returning,2,841.27,0.6,1673.12,4.2,0
2023-09-13,9,3,Clothing,UK,web,returning,1,239.13,25.5,178.27,3.7,0
2023-10-20,10,4,Electronics,Germany,mobile,returning,1,622.69,15.1,528.82,3.7,0
2024-03-12,3,1,Electronics,USA,app,vip,3,527.72,11.9,1395.2,3.9,0
2024-07-28,7,3,Clothing,Germany,web,vip,1,145.21,31.7,99.14,3.4,0
2024-02-05,2,1,Electronics,UK,app,vip,1,400.56,12.7,349.68,3.8,0
2023-11-29,11,4,Electronics,Germany,web,vip,3,564.03,3.7,1628.8,3.9,0
2023-08-19,8,3,Clothing,USA,app,new,1,94.38,18.1,77.28,3.9,1
2023-02-19,2,1,Electronics,UK,mobile,vip,1,204.89,13.8,176.53,4.2,1
2024-07-27,7,3,Books,USA,web,vip,4,52.29,0.0,209.16,5.0,0
2024-05-12,5,2,Clothing,Germany,mobile,new,1,20.02,25.1,14.99,3.8,1
2024-04-05,4,2,Electronics,Germany,web,returning,4,403.02,15.0,1369.68,3.8,0
2024-03-13,3,1,Electronics,Japan,mobile,new,2,289.85,8.6,529.64,3.7,0
2024-02-23,2,1,Books,France,web,returning,4,20.59,11.3,73.02,4.8,0
2024-09-16,9,3,Sports,France,web,new,2,132.98,13.9,229.07,4.1,0
2024-12-10,12,4,Clothing,Japan,web,returning,2,272.46,19.1,440.71,3.8,0
2023-03-22,3,1,Home,UK,mobile,new,2,389.03,16.7,648.3,4.1,0
2024-11-06,11,4,Electronics,Japan,mobile,returning,2,1176.42,22.2,1831.31,3.6,0
2024-06-22,6,2,Clothing,Germany,mobile,returning,2,185.42,8.8,338.32,5.0,0
2024-03-05,3,1,Home,Japan,web,returning,1,388.24,19.3,313.41,3.9,0
2024-02-29,2,1,Electronics,UK,app,returning,2,602.16,9.5,1090.23,4.0,0
2023-03-27,3,1,Sports,Japan,mobile,vip,1,123.69,22.8,95.47,3.8,0
2024-12-09,12,4,Clothing,France,mobile,new,2,246.83,20.3,393.41,3.6,0
2024-12-23,12,4,Home,USA,app,vip,5,596.86,17.4,2465.56,4.4,0
2023-08-14,8,3,Home,USA,app,returning,4,216.24,19.7,694.87,3.7,0
2024-05-30,5,2,Sports,France,web,new,2,145.58,8.3,266.87,4.2,0
2024-12-04,12,4,Home,Japan,mobile,new,1,107.37,16.3,89.9,4.4,0
2023-12-01,12,4,Electronics,Germany,mobile,returning,2,826.4,25.3,1235.04,3.3,0
2024-07-15,7,3,Clothing,France,mobile,returning,2,170.93,25.6,254.26,3.6,0
2024-10-08,10,4,Home,UK,web,returning,2,134.01,19.3,216.35,3.9,0
2023-03-28,3,1,Electronics,Germany,app,vip,4,869.57,7.3,3224.29,4.4,0
2024-04-22,4,2,Home,UK,web,new,2,385.25,4.7,734.1,4.5,0
2024-03-15,3,1,Books,France,web,vip,3,22.82,7.6,63.29,4.3,0
2024-12-12,12,4,Clothing,UK,mobile,new,1,122.43,33.5,81.44,3.2,0
2023-11-18,11,4,Clothing,Japan,web,new,3,99.02,31.0,204.86,3.2,0
2024-08-12,8,3,Sports,Germany,app,new,1,65.42,19.0,52.96,3.8,0
2023-04-13,4,2,Clothing,Japan,mobile,returning,1,22.37,14.2,19.18,4.5,0
2023-07-16,7,3,Home,USA,mobile,returning,1,103.6,17.3,85.65,3.4,0
2023-02-27,2,1,Home,France,mobile,vip,1,474.41,15.2,402.27,3.9,0
2023-07-28,7,3,Books,UK,mobile,returning,2,34.72,4.7,66.16,4.7,0
2023-02-06,2,1,Home,UK,web,returning,2,483.33,19.7,776.17,4.2,0
2023-03-17,3,1,Home,USA,mobile,returning,2,487.52,11.3,865.09,3.7,0
2023-07-31,7,3,Electronics,France,web,returning,1,222.59,4.9,211.67,4.0,0
2024-12-13,12,4,Electronics,UK,mobile,returning,2,1130.42,6.8,2106.49,4.5,0
