date,year,month,season,source,region,production_gwh,consumption_gwh,co2_tonnes,capacity_pct,spot_price_mwh,cost_usd_k
2023-06-23,2023,6,Summer,Solar,East,40.54,39.39,0.0,60.1,61.97,2512.49
2023-06-23,2023,6,Summer,Wind,South,30.55,27.59,0.0,35.8,61.97,1893.07
2023-06-23,2023,6,Summer,Gas,West,91.47,90.03,44.818,76.3,61.97,5668.14
2023-06-23,2023,6,Summer,Nuclear,East,54.14,47.79,0.65,86.9,61.97,3355.33
2023-06-23,2023,6,Summer,Coal,North,54.18,44.84,44.43,57.7,61.97,3357.68
2023-06-24,2023,6,Summer,Solar,South,35.84,30.71,0.0,67.3,66.85,2395.72
2023-06-24,2023,6,Summer,Wind,South,35.91,30.77,0.0,40.7,66.85,2400.61
2023-06-24,2023,6,Summer,Gas,North,97.84,87.3,47.94,89.5,66.85,6540.42
2023-06-24,2023,6,Summer,Nuclear,South,55.36,46.33,0.664,89.1,66.85,3700.83
2023-06-24,2023,6,Summer,Coal,East,52.04,47.16,42.673,60.7,66.85,3478.85
2023-06-25,2023,6,Summer,Solar,East,34.06,30.0,0.0,70.8,57.99,1975.08
2023-06-25,2023,6,Summer,Wind,East,44.26,42.93,0.0,53.3,57.99,2566.44
2023-06-25,2023,6,Summer,Gas,North,98.47,91.49,48.248,83.5,57.99,5710.01
2023-06-25,2023,6,Summer,Nuclear,East,65.89,58.17,0.791,81.4,57.99,3820.94
2023-06-25,2023,6,Summer,Coal,West,45.53,38.86,37.333,72.9,57.99,2640.18
2023-06-26,2023,6,Summer,Solar,East,35.92,32.43,0.0,58.5,71.54,2569.97
2023-06-26,2023,6,Summer,Wind,East,31.65,31.04,0.0,46.7,71.54,2264.46
2023-06-26,2023,6,Summer,Gas,East,103.56,92.96,50.745,72.1,71.54,7408.74
2023-06-26,2023,6,Summer,Nuclear,West,68.74,62.8,0.825,71.9,71.54,4917.76
2023-06-26,2023,6,Summer,Coal,East,51.74,44.83,42.428,57.6,71.54,3701.57
2023-06-27,2023,6,Summer,Solar,South,35.24,33.88,0.0,81.2,59.59,2099.84
2023-06-27,2023,6,Summer,Wind,South,37.21,32.73,0.0,45.0,59.59,2217.22
2023-06-27,2023,6,Summer,Gas,East,77.96,71.43,38.202,81.9,59.59,4645.85
2023-06-27,2023,6,Summer,Nuclear,East,58.28,53.78,0.699,83.2,59.59,3472.67
2023-06-27,2023,6,Summer,Coal,South,53.34,46.69,43.742,71.9,59.59,3178.8
2023-06-28,2023,6,Summer,Solar,South,39.78,36.71,0.0,68.3,66.24,2635.15
2023-06-28,2023,6,Summer,Wind,West,35.63,29.91,0.0,57.6,66.24,2360.09
2023-06-28,2023,6,Summer,Gas,West,89.64,75.26,43.924,87.4,66.24,5937.84
2023-06-28,2023,6,Summer,Nuclear,South,65.87,60.04,0.79,91.6,66.24,4363.39
2023-06-28,2023,6,Summer,Coal,North,49.62,44.47,40.692,60.2,66.24,3287.09
2023-06-29,2023,6,Summer,Solar,West,40.85,38.49,0.0,79.3,59.74,2440.65
2023-06-29,2023,6,Summer,Wind,West,34.72,33.29,0.0,49.7,59.74,2073.9
2023-06-29,2023,6,Summer,Gas,North,91.54,78.02,44.857,84.0,59.74,5468.88
2023-06-29,2023,6,Summer,Nuclear,East,60.35,50.53,0.724,93.0,59.74,3605.47
2023-06-29,2023,6,Summer,Coal,North,56.51,49.81,46.336,60.0,59.74,3375.76
2023-06-30,2023,6,Summer,Solar,North,38.58,34.43,0.0,71.0,64.75,2498.35
2023-06-30,2023,6,Summer,Wind,North,34.58,29.67,0.0,45.7,64.75,2239.19
2023-06-30,2023,6,Summer,Gas,East,91.38,80.14,44.775,79.3,64.75,5916.67
2023-06-30,2023,6,Summer,Nuclear,East,65.12,58.88,0.781,94.5,64.75,4216.66
2023-06-30,2023,6,Summer,Coal,North,48.73,44.41,39.961,56.7,64.75,3155.49
2023-07-01,2023,7,Summer,Solar,East,40.37,38.45,0.0,64.3,68.28,2756.2
2023-07-01,2023,7,Summer,Wind,South,36.77,31.99,0.0,45.8,68.28,2510.42
2023-07-01,2023,7,Summer,Gas,South,95.99,87.92,47.035,87.7,68.28,6554.21
2023-07-01,2023,7,Summer,Nuclear,South,64.96,62.52,0.78,79.8,68.28,4435.51
2023-07-01,2023,7,Summer,Coal,West,43.38,36.08,35.569,60.5,68.28,2961.79
2023-07-02,2023,7,Summer,Solar,East,40.31,35.7,0.0,67.2,65.42,2637.03
2023-07-02,2023,7,Summer,Wind,South,34.81,31.49,0.0,49.8,65.42,2276.95
2023-07-02,2023,7,Summer,Gas,South,93.98,84.77,46.051,72.1,65.42,6148.23
2023-07-02,2023,7,Summer,Nuclear,South,61.14,57.58,0.734,76.0,65.42,3999.45
2023-07-02,2023,7,Summer,Coal,North,47.61,45.61,39.039,56.8,65.42,3114.56
2023-07-03,2023,7,Summer,Solar,South,42.12,38.36,0.0,73.9,55.96,2356.88
2023-07-03,2023,7,Summer,Wind,North,36.34,31.57,0.0,41.7,55.96,2033.85
2023-07-03,2023,7,Summer,Gas,South,85.04,71.05,41.672,87.2,55.96,4759.09
2023-07-03,2023,7,Summer,Nuclear,North,64.55,58.33,0.775,83.0,55.96,3612.22
2023-07-03,2023,7,Summer,Coal,South,49.55,47.5,40.632,58.9,55.96,2772.9
2023-07-04,2023,7,Summer,Solar,South,43.78,38.28,0.0,65.1,67.28,2945.85
2023-07-04,2023,7,Summer,Wind,South,34.3,32.81,0.0,39.2,67.28,2307.83
2023-07-04,2023,7,Summer,Gas,South,84.76,77.76,41.53,88.0,67.28,5702.38
2023-07-04,2023,7,Summer,Nuclear,South,60.7,58.52,0.728,84.5,67.28,4083.71
2023-07-04,2023,7,Summer,Coal,East,46.91,41.7,38.469,62.8,67.28,3156.29
2023-07-05,2023,7,Summer,Solar,East,35.42,34.84,0.0,71.2,65.63,2324.75
2023-07-05,2023,7,Summer,Wind,North,41.99,40.03,0.0,46.3,65.63,2755.71
2023-07-05,2023,7,Summer,Gas,East,80.75,75.91,39.566,77.0,65.63,5299.46
2023-07-05,2023,7,Summer,Nuclear,North,65.08,55.31,0.781,75.4,65.63,4271.46
2023-07-05,2023,7,Summer,Coal,West,42.04,39.88,34.474,52.9,65.63,2759.17
2023-07-06,2023,7,Summer,Solar,East,44.57,37.38,0.0,64.8,66.15,2948.01
2023-07-06,2023,7,Summer,Wind,South,33.59,30.88,0.0,46.2,66.15,2222.06
2023-07-06,2023,7,Summer,Gas,West,81.17,78.39,39.772,82.5,66.15,5369.24
2023-07-06,2023,7,Summer,Nuclear,South,64.0,54.38,0.768,81.7,66.15,4233.88
2023-07-06,2023,7,Summer,Coal,East,45.37,41.46,37.199,55.7,66.15,3000.9
2023-07-07,2023,7,Summer,Solar,East,43.29,36.39,0.0,57.8,70.7,3060.34
2023-07-07,2023,7,Summer,Wind,South,38.63,36.56,0.0,52.9,70.7,2731.13
2023-07-07,2023,7,Summer,Gas,South,101.16,94.74,49.567,71.8,70.7,7151.82
2023-07-07,2023,7,Summer,Nuclear,South,69.61,64.48,0.835,84.5,70.7,4921.33
2023-07-07,2023,7,Summer,Coal,West,49.39,41.73,40.501,63.6,70.7,3491.95
2023-07-08,2023,7,Summer,Solar,West,39.73,38.78,0.0,74.5,54.63,2170.31
2023-07-08,2023,7,Summer,Wind,North,37.56,36.76,0.0,39.9,54.63,2051.94
2023-07-08,2023,7,Summer,Gas,South,87.15,81.68,42.702,83.7,54.63,4760.82
2023-07-08,2023,7,Summer,Nuclear,East,57.36,54.27,0.688,84.3,54.63,3133.5
2023-07-08,2023,7,Summer,Coal,North,41.89,35.95,34.347,64.5,54.63,2288.25
2023-07-09,2023,7,Summer,Solar,North,33.67,29.71,0.0,72.9,64.76,2180.7
2023-07-09,2023,7,Summer,Wind,North,34.31,31.81,0.0,39.1,64.76,2222.22
2023-07-09,2023,7,Summer,Gas,South,87.37,82.95,42.811,77.5,64.76,5658.1
2023-07-09,2023,7,Summer,Nuclear,North,57.73,52.31,0.693,80.3,64.76,3738.59
2023-07-09,2023,7,Summer,Coal,East,48.55,43.59,39.81,46.9,64.76,3144.02
2023-07-10,2023,7,Summer,Solar,South,38.03,33.96,0.0,66.6,63.42,2411.59
2023-07-10,2023,7,Summer,Wind,West,41.94,35.87,0.0,37.6,63.42,2659.83
2023-07-10,2023,7,Summer,Gas,West,89.64,82.07,43.923,78.9,63.42,5684.83
2023-07-10,2023,7,Summer,Nuclear,West,58.34,48.15,0.7,86.5,63.42,3700.21
2023-07-10,2023,7,Summer,Coal,West,49.33,42.52,40.45,58.9,63.42,3128.46
2023-07-11,2023,7,Summer,Solar,West,34.73,30.22,0.0,81.1,65.05,2258.9
2023-07-11,2023,7,Summer,Wind,South,36.8,36.17,0.0,48.9,65.05,2394.16
2023-07-11,2023,7,Summer,Gas,South,81.47,71.54,39.921,71.5,65.05,5299.75
2023-07-11,2023,7,Summer,Nuclear,East,65.96,56.51,0.792,83.5,65.05,4290.75
2023-07-11,2023,7,Summer,Coal,South,51.06,49.17,41.867,52.7,65.05,3321.25
2023-07-12,2023,7,Summer,Solar,North,41.33,36.46,0.0,77.4,70.61,2918.04
2023-07-12,2023,7,Summer,Wind,West,33.89,31.29,0.0,43.8,70.61,2392.8
2023-07-12,2023,7,Summer,Gas,East,95.85,87.76,46.967,75.9,70.61,6768.1
2023-07-12,2023,7,Summer,Nuclear,West,65.0,60.61,0.78,80.1,70.61,4589.75
2023-07-12,2023,7,Summer,Coal,East,52.24,51.27,42.838,61.5,70.61,3688.81
2023-07-13,2023,7,Summer,Solar,South,44.61,42.48,0.0,74.0,69.22,3087.87
2023-07-13,2023,7,Summer,Wind,East,34.14,32.6,0.0,34.4,69.22,2362.91
2023-07-13,2023,7,Summer,Gas,North,92.39,83.52,45.272,79.8,69.22,6395.32
2023-07-13,2023,7,Summer,Nuclear,North,12.47,10.41,0.15,21.8,69.22,863.04
2023-07-13,2023,7,Summer,Coal,South,49.42,43.92,40.521,60.1,69.22,3420.57
2023-07-14,2023,7,Summer,Solar,North,36.6,31.3,0.0,71.0,64.92,2375.85
2023-07-14,2023,7,Summer,Wind,South,35.11,29.8,0.0,41.9,64.92,2279.32
2023-07-14,2023,7,Summer,Gas,North,77.89,74.52,38.164,85.5,64.92,5056.35
2023-07-14,2023,7,Summer,Nuclear,West,11.31,9.56,0.136,26.6,64.92,733.97
2023-07-14,2023,7,Summer,Coal,East,44.5,40.39,36.486,72.6,64.92,2888.65
2023-07-15,2023,7,Summer,Solar,East,39.4,33.28,0.0,70.2,65.56,2583.34
2023-07-15,2023,7,Summer,Wind,South,45.21,37.26,0.0,41.1,65.56,2964.09
2023-07-15,2023,7,Summer,Gas,North,93.93,92.19,46.024,91.0,65.56,6157.88
2023-07-15,2023,7,Summer,Nuclear,West,52.08,48.61,0.625,80.5,65.56,3414.08
2023-07-15,2023,7,Summer,Coal,North,44.36,42.71,36.374,54.4,65.56,2908.11
2023-07-16,2023,7,Summer,Solar,West,44.56,41.92,0.0,81.8,57.57,2565.16
2023-07-16,2023,7,Summer,Wind,North,34.31,30.84,0.0,36.3,57.57,1975.5
2023-07-16,2023,7,Summer,Gas,South,88.36,79.29,43.295,80.2,57.57,5086.67
2023-07-16,2023,7,Summer,Nuclear,West,53.58,47.22,0.643,79.6,57.57,3084.77
2023-07-16,2023,7,Summer,Coal,West,58.79,55.47,48.211,56.7,57.57,3384.79
2023-07-17,2023,7,Summer,Solar,East,44.44,43.38,0.0,75.0,59.59,2647.97
2023-07-17,2023,7,Summer,Wind,East,36.0,32.9,0.0,38.8,59.59,2145.1
2023-07-17,2023,7,Summer,Gas,West,91.28,86.52,44.727,77.2,59.59,5439.39
2023-07-17,2023,7,Summer,Nuclear,North,45.33,42.06,0.544,74.7,59.59,2701.34
2023-07-17,2023,7,Summer,Coal,East,49.63,45.0,40.694,57.7,59.59,2957.26
2023-07-18,2023,7,Summer,Solar,South,42.63,39.1,0.0,75.3,67.09,2860.22
2023-07-18,2023,7,Summer,Wind,North,23.48,22.75,0.0,37.0,67.09,1575.1
2023-07-18,2023,7,Summer,Gas,West,93.32,92.14,45.725,90.7,67.09,6260.61
2023-07-18,2023,7,Summer,Nuclear,North,63.11,53.24,0.757,86.9,67.09,4234.34
2023-07-18,2023,7,Summer,Coal,West,43.9,40.91,35.999,48.7,67.09,2945.31
2023-07-19,2023,7,Summer,Solar,East,43.49,35.87,0.0,83.7,62.17,2704.0
2023-07-19,2023,7,Summer,Wind,North,38.29,33.11,0.0,30.4,62.17,2380.68
2023-07-19,2023,7,Summer,Gas,East,102.36,101.03,50.156,82.3,62.17,6363.72
2023-07-19,2023,7,Summer,Nuclear,South,57.29,53.31,0.687,78.0,62.17,3561.66
2023-07-19,2023,7,Summer,Coal,West,49.68,48.65,40.737,53.0,62.17,3088.54
2023-07-20,2023,7,Summer,Solar,North,35.93,33.45,0.0,75.9,61.75,2218.86
2023-07-20,2023,7,Summer,Wind,East,30.57,26.97,0.0,40.8,61.75,1887.79
2023-07-20,2023,7,Summer,Gas,North,76.52,74.61,37.495,78.7,61.75,4725.12
2023-07-20,2023,7,Summer,Nuclear,East,57.37,52.64,0.688,88.4,61.75,3542.43
2023-07-20,2023,7,Summer,Coal,West,59.62,56.93,48.889,71.9,61.75,3681.6
2023-07-21,2023,7,Summer,Solar,North,39.2,37.39,0.0,78.7,66.64,2612.05
2023-07-21,2023,7,Summer,Wind,North,37.13,34.58,0.0,35.0,66.64,2474.18
2023-07-21,2023,7,Summer,Gas,North,89.32,77.94,43.765,86.1,66.64,5951.97
2023-07-21,2023,7,Summer,Nuclear,East,52.03,46.47,0.624,93.5,66.64,3467.36
2023-07-21,2023,7,Summer,Coal,North,50.02,46.0,41.015,45.1,66.64,3333.22
2023-07-22,2023,7,Summer,Solar,North,51.92,51.38,0.0,78.5,66.31,3442.81
2023-07-22,2023,7,Summer,Wind,East,37.17,31.19,0.0,35.9,66.31,2464.85
2023-07-22,2023,7,Summer,Gas,North,98.98,86.06,48.501,88.1,66.31,6563.46
2023-07-22,2023,7,Summer,Nuclear,East,60.95,55.4,0.731,96.0,66.31,4041.91
2023-07-22,2023,7,Summer,Coal,South,57.9,56.61,47.474,62.2,66.31,3839.02
2023-07-23,2023,7,Summer,Solar,South,43.66,42.66,0.0,75.0,67.46,2945.55
2023-07-23,2023,7,Summer,Wind,North,28.74,25.36,0.0,38.5,67.46,1938.85
2023-07-23,2023,7,Summer,Gas,West,91.38,81.08,44.776,86.3,67.46,6164.46
2023-07-23,2023,7,Summer,Nuclear,North,56.55,49.55,0.679,75.7,67.46,3814.56
2023-07-23,2023,7,Summer,Coal,East,62.61,54.91,51.338,55.5,67.46,4223.49
2023-07-24,2023,7,Summer,Solar,West,31.37,30.13,0.0,97.2,65.65,2059.45
2023-07-24,2023,7,Summer,Wind,West,34.7,29.24,0.0,31.1,65.65,2278.26
2023-07-24,2023,7,Summer,Gas,North,88.13,72.65,43.184,84.2,65.65,5785.78
2023-07-24,2023,7,Summer,Nuclear,South,49.69,43.75,0.596,82.6,65.65,3262.26
2023-07-24,2023,7,Summer,Coal,West,45.14,44.56,37.016,59.3,65.65,2963.52
2023-07-25,2023,7,Summer,Solar,South,39.38,33.81,0.0,78.4,72.47,2853.71
2023-07-25,2023,7,Summer,Wind,East,34.92,32.74,0.0,42.3,72.47,2530.51
2023-07-25,2023,7,Summer,Gas,North,105.04,89.36,51.468,80.1,72.47,7611.96
2023-07-25,2023,7,Summer,Nuclear,North,54.76,51.23,0.657,79.4,72.47,3968.48
2023-07-25,2023,7,Summer,Coal,West,47.08,41.23,38.604,55.4,72.47,3411.74
2023-07-26,2023,7,Summer,Solar,South,34.73,30.03,0.0,81.0,65.7,2281.9
2023-07-26,2023,7,Summer,Wind,West,33.79,30.87,0.0,22.8,65.7,2220.3
2023-07-26,2023,7,Summer,Gas,South,93.87,85.39,45.995,72.2,65.7,6167.09
2023-07-26,2023,7,Summer,Nuclear,North,51.56,49.49,0.619,78.4,65.7,3387.49
2023-07-26,2023,7,Summer,Coal,North,49.24,48.71,40.375,56.4,65.7,3234.91
2023-07-27,2023,7,Summer,Solar,West,39.9,36.24,0.0,87.5,65.75,2623.22
2023-07-27,2023,7,Summer,Wind,East,39.14,35.42,0.0,32.5,65.75,2573.25
2023-07-27,2023,7,Summer,Gas,South,90.34,83.68,44.268,73.8,65.75,5940.1
2023-07-27,2023,7,Summer,Nuclear,South,60.69,56.93,0.728,91.4,65.75,3990.24
2023-07-27,2023,7,Summer,Coal,South,44.2,41.9,36.241,62.6,65.75,2905.89
2023-07-28,2023,7,Summer,Solar,East,44.76,43.3,0.0,84.0,62.51,2798.22
2023-07-28,2023,7,Summer,Wind,South,29.61,26.47,0.0,30.8,62.51,1851.19
2023-07-28,2023,7,Summer,Gas,North,86.07,72.02,42.174,75.7,62.51,5380.22
2023-07-28,2023,7,Summer,Nuclear,South,6.51,5.44,0.078,28.3,62.51,407.09
2023-07-28,2023,7,Summer,Coal,West,43.13,41.98,35.369,67.6,62.51,2696.21
2023-07-29,2023,7,Summer,Solar,East,40.4,36.18,0.0,67.1,60.95,2462.45
2023-07-29,2023,7,Summer,Wind,West,37.33,32.83,0.0,31.6,60.95,2275.1
2023-07-29,2023,7,Summer,Gas,East,92.47,89.66,45.308,77.8,60.95,5635.78
2023-07-29,2023,7,Summer,Nuclear,North,58.73,49.11,0.705,89.5,60.95,3579.47
2023-07-29,2023,7,Summer,Coal,West,51.11,42.34,41.909,66.4,60.95,3115.03
2023-07-30,2023,7,Summer,Solar,East,42.58,36.65,0.0,79.3,64.11,2729.49
2023-07-30,2023,7,Summer,Wind,South,35.63,33.89,0.0,38.0,64.11,2284.05
2023-07-30,2023,7,Summer,Gas,East,63.1,58.82,30.919,89.6,64.11,4045.35
2023-07-30,2023,7,Summer,Nuclear,South,62.36,54.45,0.748,82.3,64.11,3997.63
2023-07-30,2023,7,Summer,Coal,West,40.7,35.04,33.376,60.6,64.11,2609.43
2023-07-31,2023,7,Summer,Solar,East,44.24,43.15,0.0,78.8,61.99,2742.33
2023-07-31,2023,7,Summer,Wind,South,37.41,32.74,0.0,37.5,61.99,2319.0
2023-07-31,2023,7,Summer,Gas,South,104.76,99.91,51.331,78.8,61.99,6493.88
2023-07-31,2023,7,Summer,Nuclear,West,57.76,53.04,0.693,78.2,61.99,3580.58
2023-07-31,2023,7,Summer,Coal,North,49.36,46.81,40.478,63.1,61.99,3060.04
2023-08-01,2023,8,Summer,Solar,West,39.25,33.46,0.0,88.8,63.92,2508.84
2023-08-01,2023,8,Summer,Wind,South,31.26,28.83,0.0,41.0,63.92,1997.86
2023-08-01,2023,8,Summer,Gas,West,98.23,81.57,48.13,81.7,63.92,6278.56
2023-08-01,2023,8,Summer,Nuclear,North,52.78,43.28,0.633,90.9,63.92,3373.99
2023-08-01,2023,8,Summer,Coal,West,46.05,42.0,37.764,50.9,63.92,2943.72
2023-08-02,2023,8,Summer,Solar,South,49.16,48.11,0.0,89.9,58.27,2864.51
2023-08-02,2023,8,Summer,Wind,West,32.53,28.86,0.0,37.7,58.27,1895.56
2023-08-02,2023,8,Summer,Gas,North,99.33,91.84,48.674,68.8,58.27,5788.22
2023-08-02,2023,8,Summer,Nuclear,North,45.57,39.38,0.547,93.1,58.27,2655.18
2023-08-02,2023,8,Summer,Coal,West,41.54,36.93,34.065,58.8,58.27,2420.66
2023-08-03,2023,8,Summer,Solar,North,43.19,35.82,0.0,87.1,59.95,2589.42
2023-08-03,2023,8,Summer,Wind,North,33.61,29.12,0.0,26.0,59.95,2014.75
2023-08-03,2023,8,Summer,Gas,West,100.31,93.95,49.153,80.4,59.95,6013.71
2023-08-03,2023,8,Summer,Nuclear,South,55.34,54.32,0.664,82.0,59.95,3317.9
2023-08-03,2023,8,Summer,Coal,North,44.64,38.34,36.608,63.6,59.95,2676.42
2023-08-04,2023,8,Summer,Solar,North,47.93,43.52,0.0,82.6,73.3,3513.49
2023-08-04,2023,8,Summer,Wind,West,36.85,30.88,0.0,24.1,73.3,2700.83
2023-08-04,2023,8,Summer,Gas,North,84.78,78.54,41.543,83.7,73.3,6214.43
2023-08-04,2023,8,Summer,Nuclear,West,60.74,57.73,0.729,81.3,73.3,4452.11
2023-08-04,2023,8,Summer,Coal,South,51.18,48.88,41.971,48.2,73.3,3751.81
2023-08-05,2023,8,Summer,Solar,North,39.93,32.91,0.0,77.4,62.74,2505.46
2023-08-05,2023,8,Summer,Wind,West,33.29,32.71,0.0,28.6,62.74,2088.4
2023-08-05,2023,8,Summer,Gas,South,90.02,78.36,44.112,77.7,62.74,5648.13
2023-08-05,2023,8,Summer,Nuclear,West,62.1,56.3,0.745,89.4,62.74,3896.24
2023-08-05,2023,8,Summer,Coal,West,50.12,42.08,41.098,62.6,62.74,3144.53
2023-08-06,2023,8,Summer,Solar,North,42.11,40.85,0.0,83.0,66.83,2814.49
2023-08-06,2023,8,Summer,Wind,West,28.89,27.93,0.0,36.6,66.83,1930.73
2023-08-06,2023,8,Summer,Gas,East,86.46,83.5,42.364,75.6,66.83,5777.88
2023-08-06,2023,8,Summer,Nuclear,South,64.27,59.54,0.771,82.4,66.83,4295.18
2023-08-06,2023,8,Summer,Coal,North,49.36,42.53,40.477,57.6,66.83,3298.88
2023-08-07,2023,8,Summer,Solar,North,38.12,34.71,0.0,78.1,59.28,2259.6
2023-08-07,2023,8,Summer,Wind,West,37.32,36.72,0.0,34.4,59.28,2212.11
2023-08-07,2023,8,Summer,Gas,North,87.42,73.86,42.836,70.9,59.28,5182.28
2023-08-07,2023,8,Summer,Nuclear,West,55.96,49.3,0.671,91.6,59.28,3317.04
2023-08-07,2023,8,Summer,Coal,North,48.23,47.11,39.545,57.5,59.28,2858.84
2023-08-08,2023,8,Summer,Solar,North,46.1,41.91,0.0,87.3,52.59,2424.62
2023-08-08,2023,8,Summer,Wind,South,37.15,34.51,0.0,38.4,52.59,1953.58
2023-08-08,2023,8,Summer,Gas,West,84.26,73.4,41.285,78.1,52.59,4431.01
2023-08-08,2023,8,Summer,Nuclear,North,62.7,61.32,0.752,83.2,52.59,3297.31
2023-08-08,2023,8,Summer,Coal,South,50.41,44.98,41.339,61.5,52.59,2651.27
2023-08-09,2023,8,Summer,Solar,North,39.86,36.73,0.0,90.8,64.65,2577.05
2023-08-09,2023,8,Summer,Wind,North,26.61,22.52,0.0,31.6,64.65,1720.21
2023-08-09,2023,8,Summer,Gas,East,80.65,66.68,39.52,73.1,64.65,5214.25
2023-08-09,2023,8,Summer,Nuclear,South,53.63,52.19,0.644,78.1,64.65,3467.09
2023-08-09,2023,8,Summer,Coal,East,53.4,52.23,43.791,56.2,64.65,3452.55
2023-08-10,2023,8,Summer,Solar,West,42.08,39.0,0.0,77.5,57.23,2408.44
2023-08-10,2023,8,Summer,Wind,South,28.18,26.41,0.0,39.6,57.23,1612.99
2023-08-10,2023,8,Summer,Gas,South,97.22,82.85,47.637,83.8,57.23,5563.82
2023-08-10,2023,8,Summer,Nuclear,South,54.94,49.85,0.659,90.6,57.23,3144.4
2023-08-10,2023,8,Summer,Coal,West,50.34,43.13,41.277,65.0,57.23,2880.86
2023-08-11,2023,8,Summer,Solar,North,38.55,37.33,0.0,80.8,63.3,2440.41
2023-08-11,2023,8,Summer,Wind,South,34.58,32.3,0.0,27.2,63.3,2189.02
2023-08-11,2023,8,Summer,Gas,North,98.17,96.45,48.103,70.9,63.3,6214.17
2023-08-11,2023,8,Summer,Nuclear,South,50.43,41.82,0.605,76.7,63.3,3192.03
2023-08-11,2023,8,Summer,Coal,East,50.64,47.6,41.529,62.8,63.3,3205.81
2023-08-12,2023,8,Summer,Solar,East,46.74,41.18,0.0,89.0,66.15,3091.92
2023-08-12,2023,8,Summer,Wind,East,24.27,20.26,0.0,37.4,66.15,1605.22
2023-08-12,2023,8,Summer,Gas,South,97.57,90.23,47.809,73.1,66.15,6454.19
2023-08-12,2023,8,Summer,Nuclear,East,60.11,51.7,0.721,82.0,66.15,3976.04
2023-08-12,2023,8,Summer,Coal,South,50.46,48.41,41.376,66.7,66.15,3337.8
2023-08-13,2023,8,Summer,Solar,East,42.47,39.42,0.0,73.5,66.06,2805.47
2023-08-13,2023,8,Summer,Wind,South,29.82,26.35,0.0,39.5,66.06,1970.04
2023-08-13,2023,8,Summer,Gas,South,93.54,83.16,45.834,75.9,66.06,6179.13
2023-08-13,2023,8,Summer,Nuclear,North,10.28,9.22,0.123,21.3,66.06,679.42
2023-08-13,2023,8,Summer,Coal,West,50.05,49.14,41.041,66.4,66.06,3306.33
2023-08-14,2023,8,Summer,Solar,North,44.26,42.82,0.0,85.9,65.21,2886.1
2023-08-14,2023,8,Summer,Wind,North,35.0,30.14,0.0,32.4,65.21,2282.42
2023-08-14,2023,8,Summer,Gas,West,78.81,74.15,38.619,78.8,65.21,5139.47
2023-08-14,2023,8,Summer,Nuclear,West,63.0,57.43,0.756,88.7,65.21,4108.2
2023-08-14,2023,8,Summer,Coal,East,53.75,50.23,44.072,58.2,65.21,3504.78
2023-08-15,2023,8,Summer,Solar,South,40.78,34.97,0.0,86.4,70.95,2893.32
2023-08-15,2023,8,Summer,Wind,South,29.79,26.72,0.0,39.5,70.95,2113.33
2023-08-15,2023,8,Summer,Gas,East,90.01,80.15,44.106,84.8,70.95,6386.34
2023-08-15,2023,8,Summer,Nuclear,South,53.86,50.06,0.646,92.0,70.95,3821.64
2023-08-15,2023,8,Summer,Coal,South,52.79,51.94,43.286,55.1,70.95,3745.3
2023-08-16,2023,8,Summer,Solar,East,44.93,37.59,0.0,81.9,63.93,2872.42
2023-08-16,2023,8,Summer,Wind,East,33.92,29.13,0.0,28.8,63.93,2168.48
2023-08-16,2023,8,Summer,Gas,East,91.62,76.13,44.894,78.5,63.93,5857.25
2023-08-16,2023,8,Summer,Nuclear,East,55.31,49.41,0.664,96.4,63.93,3536.24
2023-08-16,2023,8,Summer,Coal,East,48.77,40.56,39.993,57.8,63.93,3117.96
2023-08-17,2023,8,Summer,Solar,South,40.7,34.56,0.0,85.7,61.39,2498.31
2023-08-17,2023,8,Summer,Wind,North,24.21,21.34,0.0,37.8,61.39,1486.24
2023-08-17,2023,8,Summer,Gas,East,82.61,81.68,40.478,80.8,61.39,5071.36
2023-08-17,2023,8,Summer,Nuclear,North,54.81,53.99,0.658,83.0,61.39,3364.71
2023-08-17,2023,8,Summer,Coal,South,54.34,48.14,44.562,55.7,61.39,3336.18
2023-08-18,2023,8,Summer,Solar,West,39.19,37.52,0.0,81.8,62.75,2458.94
2023-08-18,2023,8,Summer,Wind,East,31.6,27.22,0.0,23.4,62.75,1982.64
2023-08-18,2023,8,Summer,Gas,South,93.29,92.0,45.712,76.9,62.75,5853.95
2023-08-18,2023,8,Summer,Nuclear,West,56.79,51.85,0.681,94.4,62.75,3563.26
2023-08-18,2023,8,Summer,Coal,West,49.97,44.79,40.979,51.7,62.75,3135.93
2023-08-19,2023,8,Summer,Solar,North,39.01,37.48,0.0,83.4,55.87,2179.25
2023-08-19,2023,8,Summer,Wind,West,35.96,29.54,0.0,18.4,55.87,2009.26
2023-08-19,2023,8,Summer,Gas,West,87.27,82.84,42.762,85.8,55.87,4875.73
2023-08-19,2023,8,Summer,Nuclear,North,59.33,58.02,0.712,78.5,55.87,3314.63
2023-08-19,2023,8,Summer,Coal,East,51.94,44.93,42.588,65.5,55.87,2901.69
2023-08-20,2023,8,Summer,Solar,South,45.38,38.37,0.0,83.5,56.08,2545.05
2023-08-20,2023,8,Summer,Wind,West,30.57,26.47,0.0,26.7,56.08,1714.4
2023-08-20,2023,8,Summer,Gas,East,85.32,77.94,41.806,75.4,56.08,4784.71
2023-08-20,2023,8,Summer,Nuclear,North,9.02,8.92,0.108,28.6,56.08,506.08
